customer_key;customer_id;Full_name;age;age_group;life_spand;nbr_order;total_sales;total_quantity;nbr_product;segment;recency;avg_order_value;avg_monthly_spend
8799;19798;Bianca Ma;56;50 and Above;8;2;128;6;6;Regular;155;21;16
8800;19799;Austin Taylor;48;40-49;0;1;79;2;2;Regular;155;39;0
8801;19800;Lauren White;48;40-49;0;1;70;1;1;Regular;159;70;0
8802;19801;John Lee;41;40-49;3;3;193;9;9;Regular;156;21;64
8803;19802;Sara James;46;40-49;0;1;3375;1;1;Regular;188;3375;0
8804;19803;Jermaine Mehta;41;40-49;0;1;575;2;2;Regular;155;287;0
8805;19804;Cameron Foster;41;40-49;0;1;124;2;2;Regular;157;62;0
8806;19805;Mariah Butler;41;40-49;0;1;70;1;1;Regular;159;70;0
8807;19806;Nancy Perez;47;40-49;0;1;120;2;2;Regular;157;60;0
8808;19807;Shannon Zhao;62;50 and Above;3;2;35;3;3;Regular;154;11;11
8809;19808;Brooke Kelly;55;50 and Above;0;1;590;2;2;Regular;157;295;0
8810;19809;Eric Sharma;49;40-49;0;1;70;1;1;Regular;161;70;0
8811;19810;Oscar Long;63;50 and Above;0;1;79;2;2;Regular;154;39;0
8812;19811;Evan Allen;63;50 and Above;0;1;70;1;1;Regular;157;70;0
8813;19812;Sydney Morgan;58;50 and Above;0;1;590;4;4;Regular;157;147;0
8814;19813;Rebecca Perez;64;50 and Above;0;1;540;1;1;Regular;157;540;0
8815;19814;Blake Washington;64;50 and Above;0;1;590;2;2;Regular;157;295;0
8816;19815;Christian Thompson;64;50 and Above;0;1;597;4;4;Regular;156;149;0
8817;19816;Lucas Brown;58;50 and Above;0;1;124;2;2;Regular;156;62;0
8818;19817;Morgan Flores;59;50 and Above;8;2;119;6;5;Regular;155;19;14
8819;19818;Brianna Anderson;65;50 and Above;0;1;79;2;2;Regular;157;39;0
8820;19819;Andrew Brown;65;50 and Above;0;1;124;2;2;Regular;155;62;0
8821;19820;Alexandra Coleman;65;50 and Above;0;1;1155;2;2;Regular;161;577;0
8822;19821;Tabitha Vazquez;54;50 and Above;0;1;565;1;1;Regular;156;565;0
8823;19822;Carlos Adams;50;50 and Above;0;1;37;3;3;Regular;159;12;0
8824;19823;Abigail Foster;55;50 and Above;0;1;46;2;2;Regular;153;23;0
8825;19824;Jordan Perry;56;50 and Above;0;1;629;5;5;Regular;156;125;0
8826;19825;Gilbert Ferrier;56;50 and Above;0;1;70;1;1;Regular;159;70;0
8827;19826;Clarence Zhao;51;50 and Above;0;1;72;2;2;Regular;163;36;0
8828;19827;Justin Smith;51;50 and Above;0;1;22;1;1;Regular;157;22;0
8829;19828;Madison Wilson;57;50 and Above;0;1;22;1;1;Regular;157;22;0
8830;19829;Lucas Mitchell;57;50 and Above;29;2;4533;5;5;New;158;906;156
8831;19830;Gabrielle Long;53;50 and Above;33;2;5766;7;7;VIP;154;823;174
8832;19831;Charles Green;58;50 and Above;0;1;580;3;3;Regular;156;193;0
8833;19832;Sheila Hernandez;48;40-49;0;1;70;1;1;Regular;153;70;0
8834;19833;Michelle Kelly;79;50 and Above;0;1;70;1;1;Regular;161;70;0
8835;19834;Johnny Sharma;78;50 and Above;0;1;120;2;2;Regular;159;60;0
8836;19835;Jordan Allen;79;50 and Above;0;1;79;2;2;Regular;153;39;0
8837;19836;Kevin Jai;78;50 and Above;7;2;79;4;4;Regular;155;19;11
8838;19837;Philip Jimenez;68;50 and Above;0;1;590;2;2;Regular;156;295;0
8839;19838;Jared Ramirez;78;50 and Above;0;1;605;4;4;Regular;156;151;0
8840;19839;Carly Yuan;77;50 and Above;5;2;195;5;4;Regular;156;39;39
8841;19840;Jessica James;77;50 and Above;0;1;120;2;2;Regular;153;60;0
8842;19841;Alexandria Jenkins;72;50 and Above;0;1;604;4;4;Regular;156;151;0
8843;19842;Katherine Phillips;78;50 and Above;0;1;564;3;3;Regular;155;188;0
8844;19843;Connor Kumar;72;50 and Above;0;1;565;1;1;Regular;155;565;0
8845;19844;Emma Murphy;77;50 and Above;31;2;5808;7;7;VIP;154;829;187
8846;19845;Fernando Hernandez;78;50 and Above;0;1;640;5;5;Regular;155;128;0
8847;19846;Seth Patterson;77;50 and Above;0;1;70;1;1;Regular;155;70;0
8848;19847;Brendan Anand;78;50 and Above;0;1;22;1;1;Regular;154;22;0
8849;19848;Bryant Malhotra;78;50 and Above;0;1;124;2;2;Regular;153;62;0
8850;19849;Jorge Wu;71;50 and Above;0;1;1147;3;3;Regular;161;382;0
8851;19850;Jeremiah Hill;76;50 and Above;0;1;120;2;2;Regular;153;60;0
8852;19851;Louis Pal;76;50 and Above;0;1;124;2;2;Regular;159;62;0
8853;19852;Eric Carter;75;50 and Above;0;1;70;1;1;Regular;162;70;0
8854;19853;Ricky Ramos;69;50 and Above;0;1;120;2;2;Regular;155;60;0
8855;19854;Katherine Hall;74;50 and Above;0;1;555;3;3;Regular;155;185;0
8856;19855;John Smith;69;50 and Above;30;2;5710;4;4;VIP;154;1427;190
8857;19856;Tammy Madan;75;50 and Above;0;1;144;3;3;Regular;160;48;0
8858;19857;Megan Rogers;74;50 and Above;0;1;70;1;1;Regular;161;70;0
8859;19858;Jenna Collins;74;50 and Above;0;1;94;2;2;Regular;153;47;0
8860;19859;Lisa Zhao;74;50 and Above;0;1;70;1;1;Regular;160;70;0
8861;19860;Sara Young;73;50 and Above;0;1;133;3;3;Regular;163;44;0
8862;19861;Caroline Perry;73;50 and Above;0;1;79;2;2;Regular;159;39;0
8863;19862;Emily Harris;72;50 and Above;3;2;99;3;3;Regular;158;33;33
8864;19863;Paige Powell;72;50 and Above;0;1;70;1;1;Regular;152;70;0
8865;19864;Isaiah Brooks;72;50 and Above;0;1;70;1;1;Regular;158;70;0
8866;19865;Hailey Butler;73;50 and Above;0;1;1155;2;2;Regular;161;577;0
8867;19866;Martin Patel;73;50 and Above;0;1;70;1;1;Regular;156;70;0
8868;19867;Juan Sanchez;72;50 and Above;0;1;1155;2;2;Regular;161;577;0
8869;19868;Kyle Jenkins;72;50 and Above;0;1;120;2;2;Regular;155;60;0
8870;19869;Carol Brooks;73;50 and Above;0;1;609;4;4;Regular;155;152;0
8871;19870;James Martin;66;50 and Above;9;2;77;5;4;Regular;153;15;8
8872;19871;Bryce Rivera;66;50 and Above;0;1;70;1;1;Regular;157;70;0
8873;19872;Faith Foster;60;50 and Above;0;1;7;2;2;Regular;152;3;0
8874;19873;Dylan Thomas;70;50 and Above;0;1;7;2;2;Regular;161;3;0
8875;19874;Sara Rogers;60;50 and Above;25;2;4544;5;5;New;158;908;181
8876;19875;Patrick James;71;50 and Above;0;1;1199;4;4;Regular;161;299;0
8877;19876;Nathan Edwards;71;50 and Above;0;1;79;2;2;Regular;158;39;0
8878;19877;Steve Zheng;65;50 and Above;0;1;70;1;1;Regular;156;70;0
8879;19878;Morgan Jackson;70;50 and Above;0;1;70;1;1;Regular;153;70;0
8880;19879;Ian Green;71;50 and Above;0;1;70;1;1;Regular;162;70;0
8881;19880;Emma Bennett;71;50 and Above;0;1;70;1;1;Regular;162;70;0
8882;19881;Aidan Long;71;50 and Above;0;1;79;2;2;Regular;162;39;0
8883;19882;Richard Phillips;71;50 and Above;0;1;124;2;2;Regular;158;62;0
8884;19883;Kevin Young;70;50 and Above;0;1;549;2;2;Regular;155;274;0
8885;19884;James Simmons;64;50 and Above;24;2;4588;5;5;New;158;917;191
8886;19885;Isaac Turner;69;50 and Above;0;1;124;2;2;Regular;153;62;0
8887;19886;Marcus Butler;69;50 and Above;0;1;79;2;2;Regular;161;39;0
8888;19887;Olivia Walker;69;50 and Above;0;1;79;2;2;Regular;153;39;0
8889;19888;Carson Washington;70;50 and Above;0;1;120;2;2;Regular;158;60;0
8890;19889;Catherine Sanders;69;50 and Above;0;1;540;1;1;Regular;155;540;0
8891;19890;Lee Alvarez;63;50 and Above;0;1;120;2;2;Regular;158;60;0
8892;19891;Jennifer Morgan;68;50 and Above;0;1;1174;2;2;Regular;161;587;0
8893;19892;Richard Campbell;69;50 and Above;0;1;1155;2;2;Regular;161;577;0
8894;19893;Evan Baker;63;50 and Above;0;1;120;2;2;Regular;152;60;0
8895;19894;Elijah Sharma;68;50 and Above;0;1;70;1;1;Regular;160;70;0
8896;19895;Ricky Jimenez;63;50 and Above;0;1;129;3;3;Regular;152;43;0
8897;19896;Kaitlyn Thomas;63;50 and Above;0;1;70;1;1;Regular;162;70;0
8898;19897;Gabriella Nelson;68;50 and Above;0;1;597;3;3;Regular;154;199;0
8899;19898;Desiree Serrano;63;50 and Above;0;1;27;2;2;Regular;153;13;0
8900;19899;Marcus Richardson;53;50 and Above;10;2;3128;5;5;Regular;155;625;312
8901;19900;Zoe Richardson;64;50 and Above;0;1;27;2;2;Regular;157;13;0
8902;19901;Ronald Sara;58;50 and Above;22;2;3016;3;3;New;155;1005;137
8903;19902;Johnny Pal;64;50 and Above;10;2;3080;3;3;Regular;155;1026;308
8904;19903;Marcus Nelson;64;50 and Above;12;2;3178;6;6;Regular;154;529;264
8905;19904;Jasmine Gray;65;50 and Above;22;2;3018;4;4;New;155;754;137
8906;19905;Chelsea Fernandez;59;50 and Above;0;1;7;2;2;Regular;154;3;0
8907;19906;Armando Mu├▒oz;65;50 and Above;0;1;14;2;2;Regular;157;7;0
8908;19907;Bruce Diaz;65;50 and Above;0;1;32;3;3;Regular;155;10;0
8909;19908;Pamela Prasad;65;50 and Above;0;1;49;2;2;Regular;153;24;0
8910;19909;Geoffrey Chandra;66;50 and Above;0;1;64;3;3;Regular;160;21;0
8911;19910;Orlando Rubio;66;50 and Above;21;2;3189;4;4;New;155;797;151
8912;19911;Valerie Chen;65;50 and Above;12;2;3335;4;4;Regular;154;833;277
8913;19912;Tara Xie;49;40-49;12;2;3427;5;5;Regular;154;685;285
8914;19913;Jennifer Perez;77;50 and Above;0;1;29;2;2;Regular;163;14;0
8915;19914;Willie Ma;77;50 and Above;0;1;31;3;3;Regular;159;10;0
8916;19915;Claudia McDonald;76;50 and Above;0;1;79;3;3;Regular;152;26;0
8917;19916;Katie Xie;76;50 and Above;11;2;3354;6;6;Regular;154;559;304
8918;19917;Jenny Chander;71;50 and Above;11;2;3369;5;5;Regular;154;673;306
8919;19918;Joy Alonso;77;50 and Above;12;2;3360;4;4;Regular;153;840;280
8920;19919;Rebekah Johnsen;70;50 and Above;0;1;5;1;1;Regular;160;5;0
8921;19920;Meredith Sanchez;75;50 and Above;0;1;92;4;4;Regular;163;23;0
8922;19921;Cara Cai;69;50 and Above;0;1;64;3;3;Regular;161;21;0
8923;19922;Nancy Gonzalez;66;50 and Above;11;2;3138;3;3;Regular;154;1046;285
8924;19923;Joe Prasad;66;50 and Above;0;1;25;1;1;Regular;161;25;0
8925;19924;Douglas Perez;61;50 and Above;21;2;3172;5;5;New;155;634;151
8926;19925;Madison Jenkins;66;50 and Above;0;1;84;3;3;Regular;158;28;0
8927;19926;Alexandria Diaz;67;50 and Above;0;1;40;2;2;Regular;161;20;0
8928;19927;Ruben Fernandez;66;50 and Above;0;1;5;1;1;Regular;158;5;0
8929;19928;Jaime Sanz;61;50 and Above;0;1;5;1;1;Regular;160;5;0
8930;19929;Dale Chander;62;50 and Above;0;1;64;3;3;Regular;162;21;0
8931;19930;Tony Tang;67;50 and Above;23;2;3115;4;4;New;154;778;135
8932;19931;Darryl Xu;62;50 and Above;22;2;3126;5;5;New;154;625;142
8933;19932;Javier Sanz;57;50 and Above;0;1;25;1;1;Regular;152;25;0
8934;19933;Nichole Deng;63;50 and Above;0;1;5;1;1;Regular;162;5;0
8935;19934;Neil Blanco;70;50 and Above;0;1;193;6;6;Regular;160;32;0
8936;19935;Clinton Navarro;69;50 and Above;0;1;83;3;3;Regular;157;27;0
8937;19936;Corey Luo;65;50 and Above;0;1;29;2;2;Regular;153;14;0
8938;19937;Jimmy Gomez;70;50 and Above;0;1;73;4;4;Regular;152;18;0
8939;19938;Chelsea Patel;70;50 and Above;0;1;5;1;1;Regular;156;5;0
8940;19939;Alvin Wang;70;50 and Above;0;1;49;3;3;Regular;153;16;0
8941;19940;Rosa Ye;55;50 and Above;13;2;3440;3;3;New;153;1146;264
8942;19941;Cedric Liang;72;50 and Above;35;2;3078;6;6;New;153;513;87
8943;19942;Armando Navarro;66;50 and Above;35;2;3034;4;4;New;153;758;86
8944;19943;Walter Carlson;73;50 and Above;11;2;3113;3;3;Regular;154;1037;283
8945;19944;Jonathon Suarez;72;50 and Above;21;2;3105;3;3;New;154;1035;147
8946;19945;Phillip Garcia;74;50 and Above;12;2;3138;3;3;Regular;154;1046;261
8947;19946;Tamara Raje;74;50 and Above;0;1;87;4;4;Regular;161;21;0
8948;19947;Darryl Liu;40;40-49;20;2;6056;4;4;VIP;160;1514;302
8949;19948;Lacey Hu;45;40-49;20;2;6021;2;2;VIP;160;3010;301
8950;19949;Ni├▒ia Anand;44;40-49;20;2;6054;3;3;VIP;160;2018;302
8951;19950;Ronnie Lu;45;40-49;21;2;6098;6;6;VIP;159;1016;290
8952;19951;Roy Moreno;44;40-49;21;2;6021;2;2;VIP;159;3010;286
8953;19952;Adrienne Martin;46;40-49;9;2;39;4;4;Regular;153;9;4
8954;19953;Darrell Lal;47;40-49;8;2;48;5;5;Regular;152;9;6
8955;19954;Jose Carlson;46;40-49;4;2;74;5;5;Regular;159;14;18
8956;19955;Jake Gao;42;40-49;2;2;173;6;5;Regular;157;28;86
8957;19956;Susan She;42;40-49;21;2;6060;5;5;VIP;159;1212;288
8958;19957;Arthur Mehta;47;40-49;21;2;6035;4;4;VIP;159;1508;287
8959;19958;Erika Romero;42;40-49;21;2;6056;4;4;VIP;159;1514;288
8960;19959;Tabitha Moreno;42;40-49;21;2;6056;3;3;VIP;159;2018;288
8961;19960;Phil Spencer;48;40-49;21;2;6120;4;4;VIP;159;1530;291
8962;19961;Kristin She;49;40-49;8;2;98;4;4;Regular;153;24;12
8963;19962;Dominic Prasad;47;40-49;3;2;46;5;5;Regular;158;9;15
8964;19963;Geoffrey Fernandez;47;40-49;21;2;6054;3;3;VIP;159;2018;288
8965;19964;Gloria Alonso;48;40-49;21;2;6056;3;3;VIP;159;2018;288
8966;19965;Jay Lopez;47;40-49;21;2;6056;3;3;VIP;159;2018;288
8967;19966;Abby Sanchez;43;40-49;21;2;6021;2;2;VIP;159;3010;286
8968;19967;Devon Deng;43;40-49;21;2;6029;3;3;VIP;159;2009;287
8969;19968;Katrina Chande;43;40-49;20;2;6021;2;2;VIP;159;3010;301
8970;19969;Jake Guo;44;40-49;5;2;98;5;5;Regular;159;19;19
8971;19970;Tanya Jimenez;48;40-49;20;2;6099;5;5;VIP;159;1219;304
8972;19971;Jeffery Lu;49;40-49;20;2;6056;3;3;VIP;159;2018;302
8973;19972;Lindsay Chander;44;40-49;3;2;49;6;6;Regular;155;8;16
8974;19973;Colin Zhu;45;40-49;6;2;83;6;6;Regular;156;13;13
8975;19974;George Fernandez;50;50 and Above;20;2;6021;2;2;VIP;159;3010;301
8976;19975;Brittney Zhang;50;50 and Above;20;2;6056;3;3;VIP;159;2018;302
8977;19976;Tamara Sun;51;50 and Above;1;2;43;6;5;Regular;159;7;43
8978;19977;Kristine Gill;50;50 and Above;19;2;6044;5;5;VIP;160;1208;318
8979;19978;Marshall Yuan;50;50 and Above;20;2;6060;5;5;VIP;159;1212;303
8980;19979;Janet Browning;49;40-49;20;2;6090;5;5;VIP;159;1218;304
8981;19980;Alexandra Carter;56;50 and Above;0;1;94;2;2;Regular;152;47;0
8982;19981;Kelly Russell;49;40-49;0;1;1155;2;2;Regular;161;577;0
8983;19982;Charles Cox;49;40-49;0;1;590;4;4;Regular;154;147;0
8984;19983;Michael Martinez;51;50 and Above;0;1;1120;1;1;Regular;161;1120;0
8985;19984;Sara Morris;51;50 and Above;0;1;1183;3;3;Regular;161;394;0
8986;19985;Tamara Ma;51;50 and Above;0;1;1174;2;2;Regular;161;587;0
8987;19986;Jamie Huang;46;40-49;0;1;1189;4;4;Regular;161;297;0
8988;19987;Taylor Moore;49;40-49;24;2;4564;5;5;New;158;912;190
8989;19988;Jordan Long;44;40-49;24;2;4555;3;3;New;157;1518;189
8990;19989;Ethan Thompson;44;40-49;24;2;4495;2;2;New;157;2247;187
8991;19990;Peter Rai;49;40-49;0;1;549;2;2;Regular;154;274;0
8992;19991;Jacob Thomas;44;40-49;0;1;597;3;3;Regular;154;199;0
8993;19992;Stephanie Hill;50;50 and Above;0;1;587;2;2;Regular;154;293;0
8994;19993;Nathan Russell;51;50 and Above;0;1;1184;4;4;Regular;161;296;0
8995;19994;Madeline King;47;40-49;0;1;540;1;1;Regular;154;540;0
8996;19995;Jordyn Gonzales;53;50 and Above;0;1;619;2;2;Regular;154;309;0
8997;19996;Grant She;47;40-49;0;1;70;1;1;Regular;156;70;0
8998;19997;Beth Gill;53;50 and Above;26;2;5815;3;3;VIP;155;1938;223
8999;19998;Laura Liu;48;40-49;0;1;1155;2;2;Regular;161;577;0
9000;19999;Danielle Brooks;54;50 and Above;0;1;1147;3;3;Regular;161;382;0
9001;20000;Elijah Diaz;45;40-49;23;2;4495;2;2;New;157;2247;195
9002;20001;Jordan Hill;51;50 and Above;0;1;1155;2;2;Regular;161;577;0
9003;20002;Elizabeth White;51;50 and Above;0;1;590;4;4;Regular;153;147;0
9004;20003;Dalton Gonzalez;51;50 and Above;0;1;580;3;3;Regular;153;193;0
9005;20004;Kaitlin Perez;50;50 and Above;0;1;590;4;4;Regular;153;147;0
9006;20005;Kevin Zhang;53;50 and Above;0;1;1143;4;4;Regular;160;285;0
9007;20006;Grace Morris;53;50 and Above;0;1;1155;2;2;Regular;160;577;0
9008;20007;Ashley Alexander;53;50 and Above;22;2;4495;2;2;New;157;2247;204
9009;20008;Jack Foster;49;40-49;0;1;70;1;1;Regular;155;70;0
9010;20009;Noah Walker;54;50 and Above;0;1;1184;4;4;Regular;160;296;0
9011;20010;Jackson Carter;43;40-49;0;1;70;1;1;Regular;156;70;0
9012;20011;Eduardo Sanders;55;50 and Above;0;1;540;1;1;Regular;153;540;0
9013;20012;Jessica Robinson;49;40-49;0;1;555;3;3;Regular;153;185;0
9014;20013;Jocelyn Hughes;52;50 and Above;0;1;540;1;1;Regular;153;540;0
9015;20014;Anne Blanco;46;40-49;0;1;79;2;2;Regular;162;39;0
9016;20015;Jenna King;51;50 and Above;0;1;565;1;1;Regular;153;565;0
9017;20016;Katherine Kelly;55;50 and Above;0;1;133;3;3;Regular;157;44;0
9018;20017;Anna Sanders;50;50 and Above;0;1;79;2;2;Regular;153;39;0
9019;20018;Lauren Gray;56;50 and Above;0;1;70;1;1;Regular;159;70;0
9020;20019;Brittany Diaz;55;50 and Above;0;1;129;3;3;Regular;156;43;0
9021;20020;Jacqueline Foster;56;50 and Above;0;1;79;2;2;Regular;155;39;0
9022;20021;Alexander Jones;50;50 and Above;0;1;81;3;3;Regular;153;27;0
9023;20022;Arthur Perry;56;50 and Above;0;1;120;2;2;Regular;155;60;0
9024;20023;Edward Hughes;56;50 and Above;22;2;4530;3;3;New;156;1510;205
9025;20024;Fernando Miller;56;50 and Above;0;1;1155;2;2;Regular;161;577;0
9026;20025;Bryce Bell;51;50 and Above;0;1;94;2;2;Regular;154;47;0
9027;20026;Jasmine Richardson;56;50 and Above;0;1;1213;4;4;Regular;160;303;0
9028;20027;Danielle Murphy;56;50 and Above;0;1;79;2;2;Regular;154;39;0
9029;20028;Angela Flores;56;50 and Above;0;1;1174;2;2;Regular;160;587;0
9030;20029;Jan Evans;56;50 and Above;0;1;1129;2;2;Regular;160;564;0
9031;20030;Alexander Harris;57;50 and Above;0;1;1155;2;2;Regular;160;577;0
9032;20031;Devin James;57;50 and Above;0;1;1155;2;2;Regular;160;577;0
9033;20032;Marcus Walker;51;50 and Above;0;1;1120;1;1;Regular;160;1120;0
9034;20033;Carlos Turner;46;40-49;0;1;567;3;3;Regular;153;189;0
9035;20034;Wyatt Turner;52;50 and Above;24;2;5770;5;5;VIP;154;1154;240
9036;20035;Cesar Fernandez;52;50 and Above;23;2;5695;2;2;VIP;154;2847;247
9037;20036;Kate Tang;47;40-49;0;1;2618;5;5;Regular;164;523;0
9038;20037;Alyssa Sanchez;53;50 and Above;0;1;2596;3;3;Regular;164;865;0
9039;20038;Taylor Price;53;50 and Above;0;1;2443;1;1;Regular;165;2443;0
9040;20039;Stephanie Evans;58;50 and Above;0;1;2457;3;3;Regular;164;819;0
9041;20040;Victoria Rivera;58;50 and Above;0;1;1155;2;2;Regular;160;577;0
9042;20041;Joe Alvarez;42;40-49;0;1;13;2;2;Regular;161;6;0
9043;20042;Brad Deng;47;40-49;27;2;3150;3;3;New;162;1050;116
9044;20043;Brent Zheng;48;40-49;0;1;32;2;2;Regular;153;16;0
9045;20044;Jillian Rana;48;40-49;0;1;1155;2;2;Regular;159;577;0
9046;20045;Andres Shen;47;40-49;0;1;597;3;3;Regular;161;199;0
9047;20046;Peter She;47;40-49;0;1;692;8;8;Regular;160;86;0
9048;20047;Ronnie Huang;48;40-49;0;1;615;2;2;Regular;160;307;0
9049;20048;Virginia Srini;48;40-49;29;2;3142;2;2;New;158;1571;108
9050;20049;Colleen Chavez;50;50 and Above;30;2;3150;3;3;New;157;1050;105
9051;20050;Adriana Prasad;49;40-49;0;1;59;2;2;Regular;163;29;0
9052;20051;Linda Dominguez;43;40-49;22;3;4464;9;9;New;153;496;202
9053;20052;Theodore Ruiz;49;40-49;24;2;3214;5;5;New;162;642;133
9054;20053;Jessie Yang;49;40-49;0;1;36;3;3;Regular;159;12;0
9055;20054;Clarence Nara;48;40-49;25;2;3338;5;5;New;161;667;133
9056;20055;Ruben Ruiz;50;50 and Above;0;1;83;3;3;Regular;159;27;0
9057;20056;Johnny She;49;40-49;0;1;144;5;5;Regular;154;28;0
9058;20057;Ramon Zhou;50;50 and Above;0;1;48;3;3;Regular;156;16;0
9059;20058;Roger Liu;50;50 and Above;0;1;31;3;3;Regular;160;10;0
9060;20059;Madison Washington;50;50 and Above;0;1;1170;2;2;Regular;158;585;0
9061;20060;Kayla Jackson;49;40-49;29;2;3142;2;2;New;157;1571;108
9062;20061;Sharon Nath;49;40-49;0;1;1174;2;2;Regular;158;587;0
9063;20062;Russell Carson;NULL;50 and Above;14;2;1997;5;5;New;162;399;142
9064;20063;Kristy Ortega;51;50 and Above;0;1;65;3;3;Regular;153;21;0
9065;20064;Whitney Prasad;44;40-49;0;1;39;2;2;Regular;159;19;0
9066;20065;Grant Lal;49;40-49;0;1;21;1;1;Regular;153;21;0
9067;20066;Marcus White;41;40-49;0;1;1170;2;2;Regular;160;585;0
9068;20067;Destiny Thompson;46;40-49;0;1;1155;2;2;Regular;160;577;0
9069;20068;Alexandria Peterson;47;40-49;0;1;1120;1;1;Regular;160;1120;0
9070;20069;Jessica Smith;46;40-49;0;1;575;2;2;Regular;155;287;0
9071;20070;Richard Morris;55;50 and Above;0;1;40;2;2;Regular;158;20;0
9072;20071;Sean Campbell;49;40-49;0;1;79;2;2;Regular;162;39;0
9073;20072;Kaitlyn Martinez;55;50 and Above;0;1;1155;2;2;Regular;160;577;0
9074;20073;Melissa Cooper;49;40-49;0;1;1170;2;2;Regular;160;585;0
9075;20074;Preston Madan;67;50 and Above;0;1;589;4;4;Regular;155;147;0
9076;20075;Aaron Allen;68;50 and Above;0;1;3400;1;1;Regular;177;3400;0
9077;20076;Beth Vazquez;68;50 and Above;0;1;554;3;3;Regular;154;184;0
9078;20077;Aidan Coleman;67;50 and Above;0;1;633;5;5;Regular;154;126;0
9079;20078;Jose Lee;62;50 and Above;0;1;629;3;3;Regular;154;209;0
9080;20079;Alexandra Taylor;62;50 and Above;0;1;5;1;1;Regular;154;5;0
9081;20080;Maria Stewart;57;50 and Above;0;1;549;2;2;Regular;154;274;0
9082;20081;Jerry Xie;68;50 and Above;0;1;59;2;2;Regular;155;29;0
9083;20082;Caroline Henderson;68;50 and Above;6;2;138;6;6;Regular;152;23;23
9084;20083;Terry Kumar;62;50 and Above;0;1;40;2;2;Regular;154;20;0
9085;20084;Alex Stewart;57;50 and Above;6;2;63;5;4;Regular;154;12;10
9086;20085;Jessica Moore;67;50 and Above;2;2;77;6;5;Regular;157;12;38
9087;20086;Jeremiah Hayes;55;50 and Above;2;2;129;5;5;Regular;160;25;64
9088;20087;Seth Gray;61;50 and Above;7;2;113;4;4;Regular;152;28;16
9089;20088;Jose Lewis;61;50 and Above;0;1;5;1;1;Regular;159;5;0
9090;20089;Luis Powell;67;50 and Above;0;1;5;1;1;Regular;158;5;0
9091;20090;Blake Edwards;66;50 and Above;0;1;549;2;2;Regular;154;274;0
9092;20091;Andrea Parker;50;50 and Above;0;1;563;4;4;Regular;154;140;0
9093;20092;Ethan Sharma;67;50 and Above;0;1;1149;3;3;Regular;160;383;0
9094;20093;Megan Clark;61;50 and Above;0;1;1179;3;3;Regular;160;393;0
9095;20094;Lindsey Chande;65;50 and Above;0;1;14;2;2;Regular;157;7;0
9096;20095;Ana Flores;65;50 and Above;0;1;60;2;2;Regular;156;30;0
9097;20096;Jonathan Lal;66;50 and Above;5;2;71;3;3;Regular;153;23;14
9098;20097;Brittany Griffin;65;50 and Above;0;1;1120;1;1;Regular;160;1120;0
9099;20098;Alexis Lewis;53;50 and Above;0;1;69;2;2;Regular;155;34;0
9100;20099;Devon Xie;65;50 and Above;0;1;5;1;1;Regular;156;5;0
9101;20100;Jesse Watson;65;50 and Above;0;1;40;2;2;Regular;153;20;0
9102;20101;Devin Hayes;59;50 and Above;0;1;68;3;3;Regular;154;22;0
9103;20102;Arianna Jenkins;65;50 and Above;0;1;40;2;2;Regular;156;20;0
9104;20103;William Robinson;64;50 and Above;0;1;104;3;3;Regular;160;34;0
9105;20104;Louis Xu;63;50 and Above;0;2;66;6;5;Regular;163;11;0
9106;20105;Alexis Taylor;63;50 and Above;0;1;69;3;3;Regular;157;23;0
9107;20106;Amber Hall;63;50 and Above;2;2;132;4;4;Regular;159;33;66
9108;20107;Danielle Morris;64;50 and Above;0;1;70;1;1;Regular;158;70;0
9109;20108;Glenn Gao;57;50 and Above;0;1;1155;2;2;Regular;160;577;0
9110;20109;Katelyn Stewart;63;50 and Above;0;1;1155;2;2;Regular;160;577;0
9111;20110;Austin Perry;63;50 and Above;0;1;1120;1;1;Regular;160;1120;0
9112;20111;Brittney Zhu;62;50 and Above;0;1;1169;4;4;Regular;159;292;0
9113;20112;Shelby James;63;50 and Above;0;1;79;2;2;Regular;155;39;0
9114;20113;Christina Murphy;63;50 and Above;0;1;70;1;1;Regular;155;70;0
9115;20114;Joseph Thompson;62;50 and Above;0;1;79;2;2;Regular;160;39;0
9116;20115;Megan Jones;62;50 and Above;0;1;120;2;2;Regular;162;60;0
9117;20116;Hannah Bryant;62;50 and Above;0;1;120;2;2;Regular;162;60;0
9118;20117;Brandon Jenkins;49;40-49;0;1;79;2;2;Regular;162;39;0
9119;20118;Jacqueline Henderson;48;40-49;0;1;1170;2;2;Regular;159;585;0
9120;20119;Carlos Hernandez;48;40-49;0;1;70;1;1;Regular;155;70;0
9121;20120;Fernando Hughes;47;40-49;0;1;120;2;2;Regular;161;60;0
9122;20121;Dylan Butler;47;40-49;0;1;70;1;1;Regular;162;70;0
9123;20122;Jeremy Bailey;47;40-49;0;1;129;3;3;Regular;154;43;0
9124;20123;Aaron Gonzalez;48;40-49;0;1;133;3;3;Regular;155;44;0
9125;20124;Natalie Coleman;47;40-49;0;1;70;1;1;Regular;159;70;0
9126;20125;Natalie Clark;49;40-49;0;1;120;2;2;Regular;160;60;0
9127;20126;Seth Carter;49;40-49;0;1;70;1;1;Regular;152;70;0
9128;20127;Carlos Sanders;50;50 and Above;0;1;70;1;1;Regular;161;70;0
